RESTAURANT;DIRECCION;NOMBRE_PLATO;DESCRIPCION_PLATO
Jardin Vegano Providencia;Nueva Los Leones 50, Providencia, Chile;Sprite Sabor Original 350ml;Sprite sabor original 350ml
Ají Peruano;Amunátegui 74, Santiago, Región Metropolitana, Chile;Coca-Cola Light 1.5 l;Bebida
Hdp;San Antonio 797, Santiago, Chile;Burger Para la Bendi;Hamburguesa de coliflor crispy acompañada de palta y mayonesa + ricas papitas con salsa.
Comics Burger;Av. Providencia 2216, Providencia, Región Metropolitana, Chile;Coca-Cola Sabor Original 355 ml;Bebida
U.k Vegan Burger Recoleta;Manzano 254, Recoleta, Región Metropolitana, Chile;Nachos;Ración de nachos con salsa vegana y cheddar vegano.
Tremisú;Avenida Manquehue Sur 31, Las Condes, Chile;Bolsa de Pan Ciabatta 5 Unidades;Delicioso pan ciabatta de con masa madre, duración 7 días refrigerado.
La Pizzara;Avenida Manuel Montt 2558, Ñuñoa, Chile;Combo Autoestrada y Deliciosa;Pizza Autoestrada (Mozzarella, tomate, albahaca y un toque de ajo.), Pizza Deliciosa (Pizza de mozzarella, jamón cocido, champiñon y un toque de crema.) 2 bebidas a elección y 2 Churros
Puroflavor;Av. Apoquindo 6230, Las Condes, Región Metropolitana, Chile;Langostinator;5 Grandes y hermosos langostinos cocidos en ajo, mantequilla y vino.
Wan He;Av. Francisco Bilbao 2718, Providencia, Chile;Coca-Cola Original 1.5 l;Bebida
Burritos Vegan Recoleta;Manzano 254, Recoleta, Chile;Vital con Gas 600 ml;Agua
Raum Café;Emilio Vaisse 565, Providencia, Región Metropolitana, Chile;Hamburguesa Bbq Raum;Hamburguesa de carne seleccionada, queso cheddar, cebolla acaramela, tocino, pepinillos y salsa bbq. incluye papas rusticas. .
Sangucheria La Champañeria Lunch;Av. Apoquindo 5845, Las Condes, Región Metropolitana, Chile;Té;Té de la casa.
Chickengine;Av. Manuel Montt 1349, Providencia, Chile;Pechuga a la Plancha;Pechuga de pollo a la plancha con acompañamiento a elección.
Emporio Magnolia Gourmet;Av. las Condes 9230, Las Condes, Región Metropolitana, Chile;Pastel de Jaiba;Porción de pastel 350 gr, contiene queso.
Perritos Chao;Avenida Italia 1853;Papas Crinkle;Papas fritas curvas.
El Majrur;Eusebio Lillo 323, Recoleta, Región Metropolitana, Chile;Hamburguesa de Vacuno;Pan americano,salsa especial, lechuga, tomate, cebolla, queso cheddar, carne de vacuno, acompañada de ricas papas fritas.
Teke Carrete Providencia;Av las condes 7188. Las condes;Torta de Chocolate;Torta hecha a base de chocolate.
Frenchis;C. Santos Dumont 298, Santiago, Recoleta, Región Metropolitana, Chile;Fanta Sin Azúcar 350 ml;Bebida
Magnolia By Flopi Group;Sta Victoria 0139, Providencia, Región Metropolitana, Chile;Chacarera;Pan tipo frica, hamburguesa, tomate, porotosverdes, ají y mayonesa.
Irosushi;Av. Macul 2886, Macul, Región Metropolitana, Chile;Yakimechi;Arroz blanco salteado con verduras de temporada y salmón al estilo japonés.
Mi Bendito Pecado - Br;Badajoz 86, Vitacura, Las Condes, Región Metropolitana, Chile;Paila de Huevos;Paila de huevos revueltos, tomate, queso y orégano con tostadas 2 und.
Puddarus;Santa victoria 210;Coca Cola Sin Azúcar 1,5 Lts;Bebida.
Restaurant y Polleria Ciamana;Los Militares 6525, Las Condes, Región Metropolitana, Chile;Jugo de Piña;Jugo de piña.
Pizzoas;Sta. Magdalena 51, Providencia, Región Metropolitana, Chile;Pizza Inmaculada;"Pizza artesanal de tamaño mediano (32 cm); a base de salsa artesanal de tomates, queso mozarella, camarón, pimentón, cebolla, choclo, aceituna."
Calavera Providencia;Avenida Luis Thayer Ojeda 95, Providencia, Chile;Papas Guacamole;400 Gr de papas con topping de nuestro delicioso guacamole hecho en casa.
What Burger;Holanda 79 , Providencia, Chile;Sprite 350 ml;Bebida
St Giovannis Al Taglio;Badajoz 82, Las Condes, Región Metropolitana, Chile;Bambino;Pomodoro, mozzarella, salame, orégano, aceite de oliva.
Fritty`s;Avenida Nueva Costanera 3333, Vitacura, Chile;Cheesecake de Oreo;Cheesecake de oreo.
Mexicanos;Av. Pedro de Valdivia 3122, Ñuñoa, Región Metropolitana, Chile;Kem Piña 350 ml;Bebida
Antillana;Holanda 067,Providencia, Región Metropolitana, Chile;Agua Sin Gas 500Ml;Aguas
El Chimbotano Independencia;Amalia Errázuriz 925, Independencia, Región Metropolitana, Chile;Ensalada;Ensalada que contiene lechuga , zanahoria ,repollo morado y pepino.
Rap´s Burger;Avenida Francisco Bilbao 6780, Las Condes, Chile;Sandwich Mechada Americana;150 Grs de carne mechada, queso cheddar, aros de cebolla y salsa bbq en pan de papa y papas fritas.
Sangucheria 1891;Bellavista 890, Providencia, Región Metropolitana, Chile;Coca-Cola Original 350 ml;Bebida
Shaka Heladería y Cafetería.;Nueva Costanera 3668, Vitacura, Región Metropolitana, Chile;Ensalada + Icetea + Café;Ensalada a elección + icetea + espresso o americano
Los Tios;Claudio Gay 1726, Santiago, Región Metropolitana, Chile;Cachantun Sin Gas 500 ml;Agua
Sajj Shawarmas Chile;Irarrázaval 3313, Ñuñoa, Santiago, Región Metropolitana, Chile;Babaganush;Salsa de berenjenas asadas (opcion vegana).
Pollo Stereo Asados Totales;Brown Sur 167, Ñuñoa, Región Metropolitana, Chile;Colacion Pollo Stereo;1/4 de Pollo asado con papas fritas individual.
Lasagna & Pasta 90;Av. Los Leones 2477, Providencia, Región Metropolitana, Chile;1 Glotona + 1 Robust Chicken+ 2 Bebidas;1 Deliciosa lasagna de mechada + 1 lasagna de pollo al estilo de la abuela + 2 bebidas de 350 ml.
Cream Roll;Av. Larraín 5862 - Mall Plaza Egaña. Local S-1100. Nivel 0, La Reina, Región Metropolitana, Chile;Jugo;Jugo andina valle.
Entre Panas Food Truck;Avenida Las Condes 7188;Hot Dog Especial;Pan, vienesa, papas hilo, queso gouda rallado, kétchup, mayo y mostaza.  .
La Kzona;C. San Ignacio de Loyola 343, Santiago, Región Metropolitana, Chile;Pollo a Lo Pobre;Pollo apanado, huevo, cebolla caramelizada, papas hilo, con papas y bebidas.
Martina Sangucheria Artesanal;Antonio Varas 1203, Providencia, Región Metropolitana, Chile;Jugo Piña;Jugo piña 400 ml.
El Vergazo;Av. Los Zapadores 587, Recoleta, Región Metropolitana, Chile;5 Verg@zos;5 Waffles verg@zos rellenos de nutella coberturas de chocolate de diferentes colores,chorreo de chocolate y una fruta o ingrediente a elección .
Origami Vegan Wok;Los Leones 2477;Ori-kami;1 wok + 1 acompañamiento + 1 bebida.
Sicilia;Av. Brasil 84, Santiago, Región Metropolitana, Chile;Fetuccini en Salsa Boloñesa;Exquisita pasta casera en salsa boloñesa .
La Puta Pizza;Av. Sta. Rosa 1539, Santiago, 8360440, Región Metropolitana, Chile;Fanta Naranja 1.5 l;Bebida
Makani Shawarma;Av Libertador Bernardo O'Higgins 333, Santiago, Región Metropolitana, Chile;Tahini;Salsa 100% sésamo. envase de xxx gr. origen: egipto.
Guacamole Tex Mex...;José Manuel Infante 1373, Providencia, Región Metropolitana, Chile;Queso Cheddar;40 gramos de queso cheddar.
La Casa Nomade;Av. Pedro de Valdivia 628, Providencia, 7510380, Región Metropolitana, Chile;Limonada Menta;Limonada con sabor a menta.
Balocchi Pasteleria;Dinamarca 1542, Providencia, Región Metropolitana, Chile;Mini Kuchen Manzana;Mini kuchen de manzana con canela, mini kuchen individual.
The Good Food Santiago Centro;Sta. Elena 1579, Santiago, 8360349, Región Metropolitana, Chile;Coca-Cola sin Azúcar 350 ml;Bebidas.
Brunosalumeria;Eliodoro Yañez 2972, Providencia, Región Metropolitana, Chile;Sándwich el de Salame;Salame italiano, queso emmental, tomate fresco y pan focaccia.
Buongiorno Pizzeria;Buenaventura 1884, Vitacura, Región Metropolitana, Chile;Calzone Nutella;Calzone nutella
England Vegan Burger;Los leones 2477;Coca-cola Light 350 Ml.;Bebida
La Galletería Las Condes;Chesterton 7637, Las Condes, Región Metropolitana, Chile;Saquito Mini Shortbread;100 Gramos galletas.
Dely Postre;Pedro Aguirre Cerda 5238, Huechuraba, Santiago, Región Metropolitana, Chile;Fanta Naranja 350 ml;Bebida
Heladería Mister Aplv y Quequería Receitas Pups;Av Vitacura 5480, Vitacura, 7630628, Región Metropolitana, Chile;Paleta de Coco;Paleta aplv sin soya sabor a coco blanco
Antojos Food;Tucapel Jiménez 141, Santiago, 8340473, Región Metropolitana, Chile;Sopa Cruzada de Vacuno y Pollo (cazuela);Sopa de verduras acompañada de carne de vacuno y pollo.
Submarine;Avenida Manquehue 1231, Las Condes, Chile;Coca-Cola Original 350 ml;Bebida
Domo Pizzeria;Antonio Varas 1733, Providencia, Región Metropolitana, Chile;Pizza la Ale y Bebida;Pizza de pasta de tomate, queso mozzarella, jamón, pimiento y bebida a elegir.
Q Gustazo;Irarrázaval 3786, Ñuñoa, Santiago, Región Metropolitana, Chile;Fanta Naranja 1.5 L;Bebida
Refugio 247 Vitacura;Av Vitacura 5458, Vitacura, 7630628, Región Metropolitana, Chile;Chicken Top Burger;Fried chicken con batido de especias, pan brioche, queso cheddar, tomates asados, pepinillos encurtidos, salsa de miel-sriracha y lechuga hidropónica.
Restaurant Club Palestino;Av. Pdte. Kennedy 9351, Las Condes, Región Metropolitana, Chile;Nordic Mist Ginger Ale Zero 350 ml;Bebida
Bowly;Diagonal Oriente 1310, Providencia, Chile;Elige el Sabor;Jugo de frambuesa natural en botella de vidrio 300cc.
Utopia Restobar;Marín 420, Providencia, Región Metropolitana, Chile;Pizza Pepperoni;Masa de 32 cm con salsa pomodoro, queso mozzarella, pepperoni y aceitunas negras .
Aj3 Food And Drinks;Santo Domingo 760, Santiago, 8320078, Región Metropolitana, Chile;Hamburguesa de Chuleta;Chuleta ahumada, jamón, queso, huevo, lechuga, tomate, cebolla, papas al hilo, mayonesa, kétchup, mostaza y salsa de la casa.
Pizza Bacan;Buenos Aires 338, Recoleta, Santiago, Chile;Fanta Naranja 1.5 L;Bebida
El Eden Del Vikingo;Copiapó 506, Santiago, Región Metropolitana, Chile;Cachantun Con Gas 500 ml;Agua
Lam Burguesa Vitacura;Alonso de Córdova 4294, Vitacura, Chile;Fanta 350 ml;Bebida.
Lolita Canela;La Concepción 131, Providencia, Región Metropolitana, Chile;Hamburguesa Lolita Bum;200 Gr de carne, pan de la casa, tomate lechuga, salsa lolita, porción de papas fritas y bebida 350cc.
Kioto Sushi Portugal;Av. Portugal 380, Santiago, Región Metropolitana, Chile;Coca-Cola Original 350 ml;Bebida
Bocado By Yasari;IV Centenario 769, Las Condes, Región Metropolitana, Chile;Empanada Zeitun;Masa de trigo rellena de aceituna, toques de orégano y queso mozzarella vegano.
Sushidea;Paula Jaraquemada 17;Agua Benedictino con Gas 350ml;Aguas
Trigo Pan;Lynch Sur 870, La Reina, 7870440, Región Metropolitana, Chile;Empanada de Manzana;Masa de hoja rellena con puré de manzana, vegana.
Pizza Nonna;Lo Beltrán 1771, Vitacura, Región Metropolitana, Chile;Sangría 1 Litro;1 Litro de sangría.
Melosos;Av. Italia 686, Providencia, 7501101, Región Metropolitana, Chile;Agua con Gas;Botella de 600ml de agua con gas.
Kuriseba Sushi Fusion;Lord Cochrane 588, Santiago, Chile;Sushi Sin Arroz Cristhian Roll;Camarón cocido, queso crema, cebollin, palta   env en pollo  y frito en.panko.
Mr Sabroso Restaurant;San Francisco 531, Santiago, Región Metropolitana, Chile;Box Chicken Fries.;Este box que viene con:10 tender apanados10 alitas apanadas1 porcion de papas supremas1 bebida de 1.5 lts.
400 Pizzeria;Abadía 18, Las Condes, Chile;Pan de Ajo;Porción de pan de ajo horneado con aceite de ajo chilote.
Okinawa Comida Rapida;Avenida Libertador Bernardo O'Higgins 333, Santiago, Chile;Coca-Cola Original 350 ml;Bebida
Andolini;Av. Providencia 1681, Providencia, Región Metropolitana, Chile;Focaccia;Masa de pizza, papas cortada en rodaja.
Postrecitos;Av. Nueva Costanera 3333, Vitacura, Chile;Cheese Cake de Oreo;Porción individual de cheese cake de oreo.
Il Cuore Desayunos;San Diego 935 L59, Santiago, Región Metropolitana, Chile (entrar por el 935, que está señalizado);Pailita de Huevos y Salame;Dos huevitos con salame y media marraqueta.
La Pizzeria Lm;Tomás Moro 1024, Las Condes, 7570688, Región Metropolitana, Chile;Palitos de Queso;Masa de larga fermentación, pincelada en salsa de ajo y orégano, cubierta de queso fundido.
Crunshy Burger;Geronimo de Alderete 1121, Vitacura;Vital Con Gas 330 ml;Agua
The Wings Of The World la Reina;Av. Ossa 2202, La Reina, Chile;Pasteles Gourmet Queso 4 Pzas;Pasteles, 10 cm rellenos con queso y salsa especial de la casa, 4 piezas.
Nostrum Fast Food;San Isidro 265, Santiago, Región Metropolitana, Chile;Sprite 1.5 L;Bebida
El Dragón Picante;Dardignac 59, Recoleta, Región Metropolitana, Chile;Combo # 5;1 Chancho con tamarindo2 arroz chaufa de pollo2 chicha morada 1/2.
Restoran de Lo Nuestro;Santo Domingo 1066, Santiago, Región Metropolitana, Chile;Ensalada de Atún Hipocalórico;Atún en lomitos, preparado sobre una cama de ensaladas surtidas.
Baos Truck;Av. Portugal 927, Santaiago RM;Pollo Crispy Truck;170 Gr de pollo marinado en sake, soya, ajo y especias, tempurizado al estilo chino y acompañado de salsa de pimientos rojos, miel ajo y limón.
Fuente de Soda do Brasil;P.º Bulnes 97, Santiago, Región Metropolitana, Chile;Jugos Naturales;Jugo natural 400 ml con sabor a elegir.
Thai On Wheels - Providencia;Avenida Francisco Bilbao 2725, Providencia, Chile;Pepsi Zero 350 ml;Bebida
Cachapas Yayita y Algo Mas Spa;Mario Kreutzberger 1558, Santiago, 8340267, Región Metropolitana, Chile;Coca-Cola Sabor Original 355 ml;Bebida
Chancho Rey;Palmas de Mallorca 870, La Reina, 7850454, Región Metropolitana, Chile;Churranchos;10 Unidades de nuestros exquisitos churros caseros con salsa de nutella y azúcar flor.
Punto Oriental;C. 145 6779, Penalolen, Peñalolén, Región Metropolitana, Chile;Chaufan con Pollo Porción Doble;Arroz salteado con pollo y cebollin.
Nusantara Indonesia;buenaventura 1884;Pollo Salteado con Verduras;Pollo salteado, con zanahoria, repollo y brocoli , acompañada con arroz .
Royal Pan Providencia;Antonio Varas 163, Providencia, Región Metropolitana, Chile;Paleta Anhelado Limón Frambuesa;Helado de limón sutil exprimido y frambuesas. .
Rende Bú Café;Avenida Hernando de Aguirre 3645, Providencia, Chile;Chai Tea Coco Latte;Infusión de hojas con leche de soya y syrup de coco, 350 ml.
Cevicheria el Mariscon;ismael valdez vergara 916;Paila Corriente;Sopa caliente de mariscos, choro, piure, jibia y ramal, aliñado con especies de la casa.
Llaneros;Arturo Prat 1375, Santiago, 8360376, Región Metropolitana, Chile;Perro Caliente con Huevo;Pan lengua, salchicha de pollo, cebolla, repollo, papas hilo, queso gouda, ketchup, mayonesa,y mostaza y huevo cocido.
Tomata Pizza;Andres Fuenzalida 99, Providencia, Chile;Panuozzo Salme Picante;Mozzarella, salame picante, cebolla, champiñones.
Hamburgol;Av. Manquehue Sur 1231, Las Condes, Región Metropolitana, Chile local 9;Full Bombón Quinoa;Gran bombón relleno con brownie vegano, manjar vegano y quinoa inflada.
El Rocoto Norteno;San Isidro 471, Santiago, Región Metropolitana, Chile;Papaya Tripical;500Ml.
Guaros Grill;Constitución 110, Providencia, Región Metropolitana, Chile;Papelon 1/2;Bebida tradicional venezolana hecha a base de chancaca.
Vegan Zone;Av. Pdte. Kennedy 5601, Las Condes, Chile;Agua Evian 750cc Sin gas.;Aguas
Donde la Tia Mary;Av. Los Zapadores 998, Recoleta, 8430669, Región Metropolitana, Chile;Coca Cola 1.5 Lt;Bebida.
Lima Sushi;Balmoral 309, Las Condes, Región Metropolitana, Chile;Chocolate;Chocolate 12 oz.
Ferchis Av. Brasil;Avenida Brasil 522, Santiago, Chile;Agua con Gas o Sin Gas;Agua con gas o sin gas 500ml
Trattoriapyc;Av. Italia 1853, Ñuñoa, 7770385, Región Metropolitana, Chile;Churros Tradicionales con Salsa(12 Unid);Deliciosos churros tradicionales con salsa a elección.
Subte Restaurante;P.º Orrego Luco 46, Providencia, Región Metropolitana, Chile;Canada Dry Ginger Ale 350 ml;Bebida
Miri y Noe;San Diego 161, Edificio PANORAMA ORIENTE, Santiago, Región Metropolitana, Chile;Score;Score gorilla 500 ml.
Abra Kada Wrap;Av. Manquehue Sur 1231, Las Condes, Región Metropolitana, Chile;Bombom Quinoa;Gran bombón relleno con brownie vegano, manjar vegano, y quinoa inflada.
Wheel Burger;Avenida Apoquindo 6282, Las Condes, Chile;Pepsi Original 350 ml;Bebida
Papas Hot;Av. las Condes 8669, Las Condes, Región Metropolitana, Chile;Coca-Cola Sin Azúcar 1.5 L;Bebida
Lasañas Santiago;Holanda 79, Providencia, Chile;Torta Red Velvet;Torta red velvet con frosting de queso crema, porción individual.
La Rumba Burger;José Manuel Infante 1546, Providencia, Chile;Jugo Natural 350 ml;Jugo natural con sabor a elegir.
Rikai;Paul Harris 1589, Las Condes, 7600496, Región Metropolitana, Chile;Salmon;9 Unidades.
La Cantina...;Av. Pedro de Valdivia 61, Providencia, Chile;Papardelle a la Mantequilla;Cintas gruesas de pastas ahogadas en mantequilla y salvia, con un toque de queso parmesano. .
Sushi Hass Nikkei la Reina;Januario Espinoza 7163, La Reina, 7870527, Región Metropolitana, Chile;50 Pz Machu Picchu;10 Pz ceviche roll (palta, queso con ceviche peruano)-10 pz lomo roll (queso, palta con lomo saltado)-10 pz mango roll (queso, camaron tempura, ceboll.
Sushifriends;Avenida Independencia 862, Santiago, Independencia, Santiago, Chile;Ceviche Mixto;Ceviche de salmón con camarón, cebolla morada, macerado de limón y cilantro.
O.g. Burgers;Noruega 6529, Las Condes, Chile;Sprite Zero 350 ml;Bebida
Fusion Bistro;Carmen 810, Santiago, Región Metropolitana, Chile;Sprite Zero 350 ml;Bebida
Burger Co;Avenida Pedro de Valdivia 3560, Ñuñoa, Chile;Combo 2;2 Burger co con carne + 2 papas grandes y 2 bebidas a elegir.
Verdeo Casero y Vegano;Nueva Los Leones 30, Providencia, Chile;Agua Vital Con Gas 600ml;Agua vital con gas 600ml
Damasco Bistro Comida Arabe;Av. Holanda 79, Providencia, Chile;Ajo Habibi;Mayo casera y ajo con toque cítricos y especias de la casa, 200 gr.
This Is Vegan;Av. Libertador Bernardo O'Higgins 240, Santiago, Región Metropolitana, Chile;Afe Pera 300 ml;Jugo
Sushi Urbano Maipu;luis thayer ojeda 0127, local 108;Promoción 1;Rollo de 10 bocados envueltos en palta, relleno de kanikama furay y queso crema, rollo de 10 bocados fritos relleno de zanahoria, cebolla, y pimiento salteadas y queso crema.
Restaurant Seoul;Sagrado Corazón 371, Recoleta, Región Metropolitana, Chile;Arroz;Porcion de arroz blanco.
Chen;Avenida Francisco Bilbao 1001, Providencia, Chile;Canada Dry Ginger Ale 350 ml;Bebida
Wakai Sushi Salads;Avenida Eliécer Parada 2036, Providencia, Ñuñoa, Chile;Puyehue Sin Gas 500 ml;Aguas.
